AirGap,AirGap(mm),B,B(mt),Force,Force(mt),Duty,Duty(%),CurrentSmallSig,CurrentSmallSig(),Current,Current(A)
648,10.245384615384616,586,82.67699999999999,-593,-592.0,5800,0.5800000000000001,2,2,265,3.3982
648,10.245384615384616,585,82.52029999999999,-593,-592.0,6000,0.6,-1,-1,265,3.3982
648,10.245384615384616,581,81.89349999999999,-593,-592.0,6000,0.6,-5,-5,265,3.3982
648,10.245384615384616,577,81.26670000000001,-593,-592.0,6000,0.6,-4,-4,258,3.3121
648,10.245384615384616,580,81.73680000000002,-593,-592.0,6400,0.64,-6,-6,263,3.3736
648,10.245384615384616,585,82.52029999999999,-593,-592.0,6100,0.61,0,0,267,3.4228
649,10.237692307692308,587,82.8337,-593,-592.0,5900,0.5900000000000001,-1,-1,269,3.4474
648,10.245384615384616,586,82.67699999999999,-593,-592.0,5700,0.5700000000000001,1,1,267,3.4228
649,10.237692307692308,584,82.36359999999999,-593,-592.0,5900,0.5900000000000001,-3,-3,264,3.3859
648,10.245384615384616,579,81.58010000000002,-593,-592.0,5900,0.5900000000000001,-2,-2,260,3.3367
648,10.245384615384616,577,81.26670000000001,-593,-592.0,6300,0.63,-8,-8,261,3.349
648,10.245384615384616,583,82.20689999999999,-593,-592.0,6200,0.62,-4,-4,264,3.3859
649,10.237692307692308,586,82.67699999999999,-593,-592.0,6100,0.61,-9,-9,270,3.4597
649,10.237692307692308,587,82.8337,-593,-592.0,5600,0.56,1,1,270,3.4597
648,10.245384615384616,585,82.52029999999999,-593,-592.0,5700,0.5700000000000001,-1,-1,268,3.4351000000000003
648,10.245384615384616,582,82.05019999999999,-593,-592.0,5900,0.5900000000000001,-4,-4,262,3.3613
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6200,0.62,2,2,261,3.349
648,10.245384615384616,579,81.58010000000002,-593,-592.0,6200,0.62,-9,-9,259,3.3244000000000002
648,10.245384615384616,584,82.36359999999999,-593,-592.0,6300,0.63,-3,-3,267,3.4228
649,10.237692307692308,588,82.9904,-593,-592.0,5900,0.5900000000000001,-1,-1,271,3.472
649,10.237692307692308,586,82.67699999999999,-593,-592.0,5600,0.56,2,2,268,3.4351000000000003
649,10.237692307692308,585,82.52029999999999,-593,-592.0,5700,0.5700000000000001,-1,-1,263,3.3736
648,10.245384615384616,580,81.73680000000002,-593,-592.0,6000,0.6,-4,-4,263,3.3736
648,10.245384615384616,577,81.26670000000001,-593,-592.0,6100,0.61,-1,-1,263,3.3736
648,10.245384615384616,580,81.73680000000002,-593,-592.0,6100,0.61,-6,-6,262,3.3613
649,10.237692307692308,586,82.67699999999999,-593,-592.0,6200,0.62,-1,-1,267,3.4228
649,10.237692307692308,587,82.8337,-593,-592.0,5800,0.5800000000000001,0,0,272,3.4843
648,10.245384615384616,585,82.52029999999999,-593,-592.0,5600,0.56,1,1,267,3.4228
648,10.245384615384616,583,82.20689999999999,-593,-592.0,5900,0.5900000000000001,-1,-1,263,3.3736
647,10.253076923076923,578,81.42340000000002,-594,-593.0,6100,0.61,-4,-4,262,3.3613
648,10.245384615384616,577,81.26670000000001,-593,-592.0,6300,0.63,-5,-5,259,3.3244000000000002
648,10.245384615384616,581,81.89349999999999,-593,-592.0,6300,0.63,-4,-4,264,3.3859
650,10.23,587,82.8337,-593,-592.0,6100,0.61,-5,-5,268,3.4351000000000003
650,10.23,587,82.8337,-593,-592.0,5600,0.56,1,1,268,3.4351000000000003
648,10.245384615384616,586,82.67699999999999,-594,-593.0,5600,0.56,0,0,268,3.4351000000000003
649,10.237692307692308,583,82.20689999999999,-593,-592.0,5900,0.5900000000000001,-3,-3,263,3.3736
648,10.245384615384616,577,81.26670000000001,-593,-592.0,6000,0.6,-2,-2,263,3.3736
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6100,0.61,-9,-9,264,3.3859
648,10.245384615384616,583,82.20689999999999,-593,-592.0,6100,0.61,-3,-3,264,3.3859
650,10.23,587,82.8337,-593,-592.0,6100,0.61,-7,-7,270,3.4597
648,10.245384615384616,586,82.67699999999999,-593,-592.0,5500,0.55,3,3,270,3.4597
648,10.245384615384616,583,82.20689999999999,-593,-592.0,5800,0.5800000000000001,-2,-2,263,3.3736
648,10.245384615384616,580,81.73680000000002,-593,-592.0,6100,0.61,-5,-5,262,3.3613
648,10.245384615384616,577,81.26670000000001,-593,-592.0,6200,0.62,-5,-5,257,3.2998000000000003
648,10.245384615384616,581,81.89349999999999,-593,-592.0,6400,0.64,-6,-6,263,3.3736
649,10.237692307692308,585,82.52029999999999,-593,-592.0,6100,0.61,4,4,270,3.4597
649,10.237692307692308,586,82.67699999999999,-593,-592.0,5600,0.56,-9,-9,273,3.4966
650,10.23,585,82.52029999999999,-593,-592.0,5500,0.55,1,1,266,3.4105000000000003
648,10.245384615384616,583,82.20689999999999,-593,-592.0,5700,0.5700000000000001,-2,-2,265,3.3982
648,10.245384615384616,579,81.58010000000002,-593,-592.0,6100,0.61,-4,-4,261,3.349
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6200,0.62,-8,-8,259,3.3244000000000002
648,10.245384615384616,581,81.89349999999999,-593,-592.0,6300,0.63,-4,-4,264,3.3859
649,10.237692307692308,585,82.52029999999999,-592,-591.0,6100,0.61,-7,-7,266,3.4105000000000003
649,10.237692307692308,586,82.67699999999999,-592,-591.0,5900,0.5900000000000001,4,4,268,3.4351000000000003
648,10.245384615384616,585,82.52029999999999,-593,-592.0,5800,0.5800000000000001,1,1,267,3.4228
648,10.245384615384616,582,82.05019999999999,-592,-591.0,5900,0.5900000000000001,-4,-4,265,3.3982
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6000,0.6,-3,-3,263,3.3736
648,10.245384615384616,578,81.42340000000002,-592,-591.0,6100,0.61,-9,-9,263,3.3736
648,10.245384615384616,583,82.20689999999999,-592,-591.0,6100,0.61,-1,-1,266,3.4105000000000003
649,10.237692307692308,586,82.67699999999999,-592,-591.0,6000,0.6,-10,-10,272,3.4843
649,10.237692307692308,586,82.67699999999999,-592,-591.0,5500,0.55,3,3,268,3.4351000000000003
649,10.237692307692308,584,82.36359999999999,-592,-591.0,5800,0.5800000000000001,-1,-1,264,3.3859
648,10.245384615384616,580,81.73680000000002,-592,-591.0,6000,0.6,-5,-5,264,3.3859
648,10.245384615384616,577,81.26670000000001,-592,-591.0,6100,0.61,-5,-5,259,3.3244000000000002
648,10.245384615384616,580,81.73680000000002,-592,-591.0,6300,0.63,-7,-7,262,3.3613
649,10.237692307692308,584,82.36359999999999,-592,-591.0,6200,0.62,-4,-4,267,3.4228
649,10.237692307692308,586,82.67699999999999,-592,-591.0,5800,0.5800000000000001,-2,-2,270,3.4597
648,10.245384615384616,585,82.52029999999999,-592,-591.0,5700,0.5700000000000001,2,2,268,3.4351000000000003
648,10.245384615384616,583,82.20689999999999,-592,-591.0,5900,0.5900000000000001,-2,-2,262,3.3613
647,10.253076923076923,579,81.58010000000002,-592,-591.0,6200,0.62,-4,-4,261,3.349
648,10.245384615384616,578,81.42340000000002,-592,-591.0,6400,0.64,-8,-8,261,3.349
648,10.245384615384616,582,82.05019999999999,-592,-591.0,6200,0.62,-5,-5,262,3.3613
649,10.237692307692308,588,82.9904,-592,-591.0,6200,0.62,-8,-8,269,3.4474
649,10.237692307692308,587,82.8337,-592,-591.0,5700,0.5700000000000001,3,3,271,3.472
648,10.245384615384616,585,82.52029999999999,-592,-591.0,5600,0.56,0,0,266,3.4105000000000003
648,10.245384615384616,581,81.89349999999999,-592,-591.0,6000,0.6,-3,-3,262,3.3613
648,10.245384615384616,579,81.58010000000002,-592,-591.0,6200,0.62,2,2,260,3.3367
648,10.245384615384616,579,81.58010000000002,-592,-591.0,6300,0.63,-8,-8,260,3.3367
648,10.245384615384616,585,82.52029999999999,-591,-590.0,6300,0.63,-2,-2,266,3.4105000000000003
649,10.237692307692308,587,82.8337,-591,-590.0,6000,0.6,-8,-8,273,3.4966
648,10.245384615384616,588,82.9904,-591,-590.0,5500,0.55,3,3,270,3.4597
648,10.245384615384616,585,82.52029999999999,-591,-590.0,5800,0.5800000000000001,0,0,266,3.4105000000000003
648,10.245384615384616,582,82.05019999999999,-591,-590.0,6000,0.6,-4,-4,265,3.3982
648,10.245384615384616,578,81.42340000000002,-591,-590.0,6000,0.6,-4,-4,260,3.3367
648,10.245384615384616,581,81.89349999999999,-591,-590.0,6300,0.63,-5,-5,265,3.3982
648,10.245384615384616,585,82.52029999999999,-591,-590.0,6000,0.6,1,1,268,3.4351000000000003
649,10.237692307692308,587,82.8337,-591,-590.0,5900,0.5900000000000001,0,0,268,3.4351000000000003
649,10.237692307692308,586,82.67699999999999,-591,-590.0,5700,0.5700000000000001,2,2,270,3.4597
648,10.245384615384616,583,82.20689999999999,-591,-590.0,5600,0.56,-2,-2,265,3.3982
648,10.245384615384616,579,81.58010000000002,-591,-590.0,6000,0.6,-4,-4,261,3.349
648,10.245384615384616,577,81.26670000000001,-591,-590.0,6200,0.62,-6,-6,259,3.3244000000000002
647,10.253076923076923,582,82.05019999999999,-591,-590.0,6300,0.63,-5,-5,267,3.4228
649,10.237692307692308,586,82.67699999999999,-591,-590.0,6000,0.6,-8,-8,268,3.4351000000000003
649,10.237692307692308,586,82.67699999999999,-591,-590.0,5700,0.5700000000000001,3,3,270,3.4597
648,10.245384615384616,584,82.36359999999999,-591,-590.0,5600,0.56,1,1,265,3.3982
648,10.245384615384616,582,82.05019999999999,-591,-590.0,6000,0.6,-3,-3,263,3.3736
647,10.253076923076923,578,81.42340000000002,-591,-590.0,6100,0.61,-2,-2,258,3.3121
648,10.245384615384616,580,81.73680000000002,-591,-590.0,6500,0.65,-7,-7,263,3.3736
648,10.245384615384616,584,82.36359999999999,-591,-590.0,6100,0.61,-3,-3,267,3.4228
650,10.23,586,82.67699999999999,-591,-590.0,5900,0.5900000000000001,-9,-9,267,3.4228
649,10.237692307692308,587,82.8337,-591,-590.0,5600,0.56,3,3,268,3.4351000000000003
648,10.245384615384616,584,82.36359999999999,-591,-590.0,5700,0.5700000000000001,-1,-1,265,3.3982
648,10.245384615384616,581,81.89349999999999,-591,-590.0,6000,0.6,-4,-4,263,3.3736
648,10.245384615384616,577,81.26670000000001,-591,-590.0,6100,0.61,-4,-4,256,3.2875
648,10.245384615384616,581,81.89349999999999,-591,-590.0,6500,0.65,-5,-5,263,3.3736
648,10.245384615384616,586,82.67699999999999,-591,-590.0,6100,0.61,-1,-1,267,3.4228
649,10.237692307692308,588,82.9904,-591,-590.0,5900,0.5900000000000001,-1,-1,272,3.4843
648,10.245384615384616,586,82.67699999999999,-591,-590.0,5500,0.55,2,2,267,3.4228
648,10.245384615384616,584,82.36359999999999,-591,-590.0,5900,0.5900000000000001,-2,-2,266,3.4105000000000003
648,10.245384615384616,580,81.73680000000002,-591,-590.0,6000,0.6,-3,-3,261,3.349
648,10.245384615384616,578,81.42340000000002,-591,-590.0,6200,0.62,-9,-9,259,3.3244000000000002
648,10.245384615384616,583,82.20689999999999,-591,-590.0,6300,0.63,-5,-5,264,3.3859
649,10.237692307692308,588,82.9904,-591,-590.0,6100,0.61,-11,-11,271,3.472
650,10.23,587,82.8337,-591,-590.0,5600,0.56,2,2,273,3.4966
649,10.237692307692308,585,82.52029999999999,-591,-590.0,5400,0.54,0,0,269,3.4474
648,10.245384615384616,582,82.05019999999999,-591,-590.0,5700,0.5700000000000001,-4,-4,263,3.3736
648,10.245384615384616,578,81.42340000000002,-591,-590.0,6100,0.61,-2,-2,263,3.3736
648,10.245384615384616,579,81.58010000000002,-591,-590.0,6100,0.61,-9,-9,260,3.3367
648,10.245384615384616,584,82.36359999999999,-591,-590.0,6300,0.63,-2,-2,265,3.3982
649,10.237692307692308,587,82.8337,-591,-590.0,6000,0.6,1,1,269,3.4474
649,10.237692307692308,586,82.67699999999999,-591,-590.0,5700,0.5700000000000001,3,3,267,3.4228
648,10.245384615384616,585,82.52029999999999,-591,-590.0,5800,0.5800000000000001,-1,-1,268,3.4351000000000003
648,10.245384615384616,581,81.89349999999999,-591,-590.0,5900,0.5900000000000001,-4,-4,264,3.3859
648,10.245384615384616,577,81.26670000000001,-591,-590.0,6100,0.61,-4,-4,260,3.3367
648,10.245384615384616,581,81.89349999999999,-592,-591.0,6300,0.63,-6,-6,262,3.3613
649,10.237692307692308,587,82.8337,-592,-591.0,6200,0.62,-6,-6,269,3.4474
649,10.237692307692308,588,82.9904,-592,-591.0,5700,0.5700000000000001,-3,-3,271,3.472
649,10.237692307692308,586,82.67699999999999,-591,-590.0,5600,0.56,1,1,267,3.4228
649,10.237692307692308,583,82.20689999999999,-592,-591.0,5800,0.5800000000000001,-3,-3,262,3.3613
648,10.245384615384616,580,81.73680000000002,-592,-591.0,6100,0.61,-5,-5,261,3.349
648,10.245384615384616,578,81.42340000000002,-592,-591.0,6200,0.62,-9,-9,263,3.3736
648,10.245384615384616,581,81.89349999999999,-592,-591.0,6100,0.61,-6,-6,265,3.3982
649,10.237692307692308,587,82.8337,-592,-591.0,6000,0.6,-5,-5,266,3.4105000000000003
649,10.237692307692308,587,82.8337,-592,-591.0,5900,0.5900000000000001,3,3,269,3.4474
648,10.245384615384616,585,82.52029999999999,-592,-591.0,5700,0.5700000000000001,1,1,266,3.4105000000000003
648,10.245384615384616,582,82.05019999999999,-592,-591.0,6000,0.6,-4,-4,264,3.3859
647,10.253076923076923,578,81.42340000000002,-592,-591.0,6100,0.61,-4,-4,262,3.3613
648,10.245384615384616,579,81.58010000000002,-592,-591.0,6300,0.63,-7,-7,262,3.3613
648,10.245384615384616,584,82.36359999999999,-592,-591.0,6200,0.62,1,1,268,3.4351000000000003
650,10.23,588,82.9904,-592,-591.0,5900,0.5900000000000001,-6,-6,272,3.4843
650,10.23,586,82.67699999999999,-592,-591.0,5400,0.54,2,2,269,3.4474
649,10.237692307692308,585,82.52029999999999,-592,-591.0,5600,0.56,-2,-2,261,3.349
648,10.245384615384616,580,81.73680000000002,-592,-591.0,6100,0.61,-4,-4,263,3.3736
648,10.245384615384616,577,81.26670000000001,-592,-591.0,6200,0.62,-6,-6,258,3.3121
648,10.245384615384616,581,81.89349999999999,-592,-591.0,6400,0.64,-6,-6,262,3.3613
650,10.23,586,82.67699999999999,-593,-592.0,6200,0.62,-5,-5,270,3.4597
649,10.237692307692308,587,82.8337,-593,-592.0,5500,0.55,-6,-6,269,3.4474
649,10.237692307692308,586,82.67699999999999,-592,-591.0,5700,0.5700000000000001,1,1,267,3.4228
648,10.245384615384616,583,82.20689999999999,-593,-592.0,5800,0.5800000000000001,-3,-3,265,3.3982
648,10.245384615384616,579,81.58010000000002,-593,-592.0,6100,0.61,-4,-4,259,3.3244000000000002
648,10.245384615384616,579,81.58010000000002,-593,-592.0,6400,0.64,-8,-8,259,3.3244000000000002
649,10.237692307692308,583,82.20689999999999,-593,-592.0,6300,0.63,-4,-4,264,3.3859
649,10.237692307692308,587,82.8337,-592,-591.0,6000,0.6,-9,-9,269,3.4474
650,10.23,588,82.9904,-592,-591.0,5700,0.5700000000000001,3,3,269,3.4474
648,10.245384615384616,585,82.52029999999999,-593,-592.0,5600,0.56,0,0,268,3.4351000000000003
649,10.237692307692308,582,82.05019999999999,-593,-592.0,5900,0.5900000000000001,-4,-4,263,3.3736
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6000,0.6,-2,-2,260,3.3367
648,10.245384615384616,580,81.73680000000002,-593,-592.0,6300,0.63,-8,-8,259,3.3244000000000002
649,10.237692307692308,585,82.52029999999999,-593,-592.0,6400,0.64,-1,-1,266,3.4105000000000003
649,10.237692307692308,588,82.9904,-593,-592.0,5900,0.5900000000000001,-8,-8,274,3.5089
648,10.245384615384616,586,82.67699999999999,-593,-592.0,5500,0.55,2,2,268,3.4351000000000003
649,10.237692307692308,585,82.52029999999999,-593,-592.0,5900,0.5900000000000001,-2,-2,266,3.4105000000000003
648,10.245384615384616,581,81.89349999999999,-593,-592.0,5900,0.5900000000000001,-5,-5,264,3.3859
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6100,0.61,-6,-6,256,3.2875
648,10.245384615384616,582,82.05019999999999,-593,-592.0,6500,0.65,-5,-5,263,3.3736
650,10.23,586,82.67699999999999,-593,-592.0,6100,0.61,-3,-3,270,3.4597
650,10.23,589,83.1471,-593,-592.0,5500,0.55,-9,-9,269,3.4474
650,10.23,587,82.8337,-593,-592.0,5600,0.56,1,1,267,3.4228
648,10.245384615384616,583,82.20689999999999,-593,-592.0,5700,0.5700000000000001,-2,-2,262,3.3613
648,10.245384615384616,579,81.58010000000002,-593,-592.0,6200,0.62,-4,-4,260,3.3367
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6300,0.63,-9,-9,258,3.3121
648,10.245384615384616,583,82.20689999999999,-593,-592.0,6400,0.64,-4,-4,265,3.3982
649,10.237692307692308,587,82.8337,-593,-592.0,6100,0.61,-5,-5,271,3.472
650,10.23,587,82.8337,-593,-592.0,5600,0.56,2,2,268,3.4351000000000003
649,10.237692307692308,586,82.67699999999999,-593,-592.0,5700,0.5700000000000001,0,0,266,3.4105000000000003
648,10.245384615384616,583,82.20689999999999,-593,-592.0,5900,0.5900000000000001,-4,-4,265,3.3982
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6100,0.61,-2,-2,261,3.349
648,10.245384615384616,581,81.89349999999999,-593,-592.0,6300,0.63,-8,-8,262,3.3613
649,10.237692307692308,585,82.52029999999999,-593,-592.0,6200,0.62,0,0,268,3.4351000000000003
650,10.23,588,82.9904,-593,-592.0,5800,0.5800000000000001,-8,-8,270,3.4597
650,10.23,587,82.8337,-593,-592.0,5600,0.56,3,3,267,3.4228
649,10.237692307692308,585,82.52029999999999,-593,-592.0,5700,0.5700000000000001,-1,-1,266,3.4105000000000003
648,10.245384615384616,581,81.89349999999999,-593,-592.0,5900,0.5900000000000001,-5,-5,262,3.3613
648,10.245384615384616,578,81.42340000000002,-593,-592.0,6200,0.62,-4,-4,258,3.3121
649,10.237692307692308,581,81.89349999999999,-593,-592.0,6400,0.64,-6,-6,264,3.3859
649,10.237692307692308,585,82.52029999999999,-593,-592.0,6000,0.6,3,3,267,3.4228
649,10.237692307692308,587,82.8337,-593,-592.0,5800,0.5800000000000001,-1,-1,272,3.4843
649,10.237692307692308,585,82.52029999999999,-593,-592.0,5600,0.56,1,1,265,3.3982
648,10.245384615384616,584,82.36359999999999,-592,-591.0,5900,0.5900000000000001,-2,-2,263,3.3736
648,10.245384615384616,579,81.58010000000002,-592,-591.0,6200,0.62,-4,-4,261,3.349
649,10.237692307692308,579,81.58010000000002,-592,-591.0,6300,0.63,-9,-9,262,3.3613
649,10.237692307692308,582,82.05019999999999,-592,-591.0,6100,0.61,-6,-6,262,3.3613
650,10.23,587,82.8337,-592,-591.0,6100,0.61,-6,-6,270,3.4597
650,10.23,587,82.8337,-592,-591.0,5600,0.56,2,2,270,3.4597
650,10.23,585,82.52029999999999,-592,-591.0,5600,0.56,-1,-1,266,3.4105000000000003
648,10.245384615384616,582,82.05019999999999,-592,-591.0,5800,0.5800000000000001,-4,-4,262,3.3613
648,10.245384615384616,578,81.42340000000002,-592,-591.0,6200,0.62,-3,-3,263,3.3736
648,10.245384615384616,579,81.58010000000002,-592,-591.0,6200,0.62,-9,-9,263,3.3736
649,10.237692307692308,584,82.36359999999999,-592,-591.0,6200,0.62,3,3,266,3.4105000000000003
650,10.23,587,82.8337,-592,-591.0,5900,0.5900000000000001,-9,-9,272,3.4843
649,10.237692307692308,586,82.67699999999999,-592,-591.0,5500,0.55,2,2,267,3.4228
648,10.245384615384616,585,82.52029999999999,-592,-591.0,5900,0.5900000000000001,-2,-2,264,3.3859
649,10.237692307692308,581,81.89349999999999,-592,-591.0,6100,0.61,-5,-5,265,3.3982
648,10.245384615384616,577,81.26670000000001,-592,-591.0,6000,0.6,-8,-8,259,3.3244000000000002
648,10.245384615384616,582,82.05019999999999,-592,-591.0,6400,0.64,-6,-6,266,3.4105000000000003
649,10.237692307692308,586,82.67699999999999,-592,-591.0,6000,0.6,-2,-2,269,3.4474
650,10.23,587,82.8337,-592,-591.0,5700,0.5700000000000001,-1,-1,271,3.472
650,10.23,587,82.8337,-592,-591.0,5500,0.55,1,1,266,3.4105000000000003
649,10.237692307692308,584,82.36359999999999,-592,-591.0,5800,0.5800000000000001,-3,-3,265,3.3982
648,10.245384615384616,579,81.58010000000002,-592,-591.0,6000,0.6,-4,-4,261,3.349
648,10.245384615384616,578,81.42340000000002,-592,-591.0,6300,0.63,-9,-9,260,3.3367
648,10.245384615384616,583,82.20689999999999,-592,-591.0,6300,0.63,-4,-4,266,3.4105000000000003
650,10.23,588,82.9904,-592,-591.0,6000,0.6,-8,-8,270,3.4597
650,10.23,587,82.8337,-592,-591.0,5600,0.56,2,2,269,3.4474
649,10.237692307692308,585,82.52029999999999,-592,-591.0,5600,0.56,0,0,265,3.3982
650,10.23,582,82.05019999999999,-592,-591.0,6000,0.6,-4,-4,265,3.3982
649,10.237692307692308,576,81.11000000000001,-591,-590.0,5800,0.5800000000000001,-3,-3,262,3.3613
648,10.245384615384616,579,81.58010000000002,-592,-591.0,6100,0.61,-9,-9,261,3.349
650,10.23,584,82.36359999999999,-591,-590.0,6300,0.63,-3,-3,270,3.4597
650,10.23,587,82.8337,-592,-591.0,5600,0.56,-9,-9,268,3.4351000000000003
650,10.23,585,82.52029999999999,-591,-590.0,5700,0.5700000000000001,2,2,268,3.4351000000000003
648,10.245384615384616,582,82.05019999999999,-592,-591.0,5700,0.5700000000000001,-2,-2,264,3.3859
648,10.245384615384616,580,81.73680000000002,-592,-591.0,6200,0.62,-5,-5,263,3.3736
648,10.245384615384616,576,81.11000000000001,-591,-590.0,6200,0.62,-8,-8,258,3.3121
649,10.237692307692308,581,81.89349999999999,-592,-591.0,6400,0.64,-6,-6,266,3.4105000000000003
649,10.237692307692308,584,82.36359999999999,-592,-591.0,5900,0.5900000000000001,-2,-2,266,3.4105000000000003
650,10.23,586,82.67699999999999,-591,-590.0,5900,0.5900000000000001,1,1,267,3.4228
649,10.237692307692308,585,82.52029999999999,-591,-590.0,5700,0.5700000000000001,1,1,267,3.4228
649,10.237692307692308,582,82.05019999999999,-592,-591.0,5900,0.5900000000000001,-3,-3,263,3.3736
649,10.237692307692308,578,81.42340000000002,-592,-591.0,6100,0.61,-4,-4,263,3.3736
649,10.237692307692308,578,81.42340000000002,-591,-590.0,6100,0.61,-10,-10,256,3.2875
649,10.237692307692308,583,82.20689999999999,-592,-591.0,6400,0.64,-4,-4,263,3.3736
650,10.23,586,82.67699999999999,-591,-590.0,6100,0.61,-9,-9,270,3.4597
650,10.23,587,82.8337,-591,-590.0,5600,0.56,2,2,266,3.4105000000000003
650,10.23,584,82.36359999999999,-591,-590.0,5800,0.5800000000000001,-1,-1,263,3.3736
648,10.245384615384616,581,81.89349999999999,-592,-591.0,6000,0.6,-4,-4,261,3.349
648,10.245384615384616,577,81.26670000000001,-591,-590.0,6300,0.63,3,3,258,3.3121
648,10.245384615384616,580,81.73680000000002,-591,-590.0,6500,0.65,-7,-7,264,3.3859
